Artist,Album,Title,URL,Confidence
Queen,Greatest Hits I,Bohemian Rhapsody,https://www.songfacts.com/facts/queen/bohemian-rhapsody,1.0
Queen,Greatest Hits I,Another One Bites The Dust,https://www.songfacts.com/facts/queen/another-one-bites-the-dust,1.0
Queen,Greatest Hits I,Killer Queen,https://www.songfacts.com/facts/queen/killer-queen,1.0
Queen,Greatest Hits I,Fat Bottomed Girls,https://www.songfacts.com/facts/queen/fat-bottomed-girls,1.0
Queen,Greatest Hits I,Bicycle Race,https://www.songfacts.com/facts/queen/bicycle-race,1.0
Queen,Greatest Hits I,You're My Best Friend,https://www.songfacts.com/facts/queen/youre-my-best-friend,1.0
Queen,Greatest Hits I,Don't Stop Me Now,https://www.songfacts.com/facts/queen/dont-stop-me-now,1.0
Queen,Greatest Hits I,Save Me,https://www.songfacts.com/facts/queen/save-me,1.0
Queen,Greatest Hits I,Crazy Little Thing Called Love,https://www.songfacts.com/facts/queen/crazy-little-thing-called-love,1.0
Queen,Greatest Hits I,Somebody To Love,https://www.songfacts.com/facts/queen/somebody-to-love,1.0
Queen,Greatest Hits I,Now I'm Here,https://www.songfacts.com/facts/queen/now-im-here,1.0
Queen,Greatest Hits I,Good Old-Fashioned Lover Boy,https://www.songfacts.com/facts/queen/good-old-fashioned-lover-boy,1.0
Queen,Greatest Hits I,Play The Game,https://www.songfacts.com/facts/queen/play-the-game,1.0
Queen,Greatest Hits I,Flash,https://www.songfacts.com/facts/queen/flash,1.0
Queen,Greatest Hits I,Seven Seas Of Rhye,https://www.songfacts.com/facts/queen/seven-seas-of-rhye,1.0
Queen,Greatest Hits I,We Will Rock You,https://www.songfacts.com/facts/queen/we-will-rock-you,1.0
Queen,Greatest Hits I,We Are The Champions,https://www.songfacts.com/facts/queen/we-are-the-champions,1.0
Queen,Greatest Hits II,A Kind Of Magic,https://www.songfacts.com/facts/queen/a-kind-of-magic,1.0
Queen,Greatest Hits II,Under Pressure,https://www.songfacts.com/facts/queen/under-pressure,1.0
Queen,Greatest Hits II,Radio Ga Ga,https://www.songfacts.com/facts/queen/radio-ga-ga,1.0
Queen,Greatest Hits II,I Want It All,https://www.songfacts.com/facts/queen/i-want-it-all,1.0
Queen,Greatest Hits II,I Want To Break Free,https://www.songfacts.com/facts/queen/i-want-to-break-free,1.0
Queen,Greatest Hits II,Innuendo,https://www.songfacts.com/facts/queen/innuendo,1.0
Queen,Greatest Hits II,It's A Hard Life,https://www.songfacts.com/facts/queen/its-a-hard-life,1.0
Queen,Greatest Hits II,Breakthru,https://www.songfacts.com/facts/queen/breakthru,1.0
Queen,Greatest Hits II,Who Wants To Live Forever,https://www.songfacts.com/facts/queen/who-wants-to-live-forever,1.0
Queen,Greatest Hits II,Headlong,https://www.songfacts.com/facts/queen/headlong,1.0
Queen,Greatest Hits II,The Miracle,https://www.songfacts.com/facts/queen/the-miracle,1.0
Queen,Greatest Hits II,I'm Going Slightly Mad,https://www.songfacts.com/facts/queen/im-going-slightly-mad,1.0
Queen,Greatest Hits II,The Invisible Man,https://www.songfacts.com/facts/queen/the-invisible-man,1.0
Queen,Greatest Hits II,Hammer To Fall,https://www.songfacts.com/facts/queen/hammer-to-fall,1.0
Queen,Greatest Hits II,Friends Will Be Friends,https://www.songfacts.com/facts/queen/we-will-rock-you,0.16666666666666666
Queen,Greatest Hits II,The Show Must Go On,https://www.songfacts.com/facts/queen/the-show-must-go-on,1.0
Queen,Greatest Hits II,One Vision,https://www.songfacts.com/facts/queen/one-vision,1.0
Queen,Greatest Hits III,The Show Must Go On,https://www.songfacts.com/facts/queen/the-show-must-go-on,1.0
Queen,Greatest Hits III,Under Pressure,https://www.songfacts.com/facts/queen/under-pressure,1.0
Queen,Greatest Hits III,Barcelona,,0.0
Queen,Greatest Hits III,Too Much Love Will Kill You,https://www.songfacts.com/facts/queen/too-much-love-will-kill-you,1.0
Queen,Greatest Hits III,Somebody To Love,https://www.songfacts.com/facts/queen/somebody-to-love,1.0
Queen,Greatest Hits III,You Don't Fool Me,https://www.songfacts.com/facts/queen/dont-stop-me-now,0.3333333333333333
Queen,Greatest Hits III,Heaven For Everyone,https://www.songfacts.com/facts/queen/life-is-real-song-for-lennon,0.125
Queen,Greatest Hits III,Las Palabras De Amor,,0.0
Queen,Greatest Hits III,Driven By You,https://www.songfacts.com/facts/queen/we-will-rock-you,0.16666666666666666
Queen,Greatest Hits III,Living On My Own,https://www.songfacts.com/facts/queen/my-fairy-king,0.16666666666666666
Queen,Greatest Hits III,Let Me Live,https://www.songfacts.com/facts/queen/let-me-live,1.0
Queen,Greatest Hits III,The Great Pretender,https://www.songfacts.com/facts/queen/the-hitman,0.25
Queen,Greatest Hits III,Princes Of The Universe,https://www.songfacts.com/facts/queen/princes-of-the-universe,1.0
Queen,Greatest Hits III,Another One Bites The Dust,https://www.songfacts.com/facts/queen/another-one-bites-the-dust,1.0
Queen,Greatest Hits III,No-One But You,https://www.songfacts.com/facts/queen/no-one-but-you-only-the-good-die-young,0.4444444444444444
Queen,Greatest Hits III,These Are The Days Of Our Lives,https://www.songfacts.com/facts/queen/these-are-the-days-of-our-lives,1.0
Queen,Greatest Hits III,Thank God It's Christmas,https://www.songfacts.com/facts/queen/thank-god-its-christmas,1.0
